 82 CH1.txt[]
 35 CH2.txt[]
 53 CH3.txt[]
 93 CH4.txt[]
 120 CH5.txt[]
 85 CH6.txt[]
three 4 CH3.txt[718,2252,3787,3847]
three 3 CH5.txt[1234,2341,2357]
three 6 CH6.txt[724,2408,2879,5096,5527,6347]
through 1 CH1.txt[1809]
through 4 CH2.txt[338,1457,1946,2679]
through 11 CH3.txt[1430,1660,1821,2298,2369,2380,2388,2434,2485,2737,3456]
through 3 CH4.txt[1075,3453,3510]
through 12 CH5.txt[336,1028,2203,2429,2824,2862,3176,3610,5365,6051,6293,6297]
through 7 CH6.txt[1684,1752,1864,3571,5069,5845,6212]
throwing 1 CH1.txt[376]
throwing 2 CH5.txt[3004,6070]
ticket 3 CH5.txt[1453,6590,6606]
ticket 7 CH6.txt[359,409,939,1217,1412,1515,1754]
tickets 1 CH5.txt[1152]
tied 1 CH5.txt[329]
tight 1 CH1.txt[2569]
tight 2 CH5.txt[20,3531]
tightly 1 CH5.txt[5671]
time 3 CH1.txt[107,1485,4594]
time 8 CH2.txt[91,750,1560,1803,2267,2674,2995,3121]
time 9 CH3.txt[19,47,132,173,1838,2052,2236,2693,3710]
time 7 CH4.txt[268,1281,2592,2822,2910,3066,3210]
time 6 CH5.txt[1131,2198,2747,3427,6366,6557]
time 11 CH6.txt[355,1129,1251,3204,3268,3527,4045,4308,4970,5095,5856]
times 2 CH1.txt[2412,3892]
times 2 CH2.txt[544,576]
times 1 CH5.txt[2358]
times 2 CH6.txt[3745,6348]
tingle 1 CH5.txt[5318]
tinkling 1 CH5.txt[5227]
tiny 2 CH1.txt[1178,2428]
tiny 1 CH2.txt[3326]
tiny 1 CH3.txt[154]
tiny 4 CH5.txt[1643,1741,2976,5244]
tiny 1 CH6.txt[5923]
to 94 CH1.txt[15,33,207,212,288,362,445,567,603,672,687,758,777,869,894,985,988,1003,1011,1070,1143,1212,1283,1311,1414,1429,1432,1469,1477,1486,1542,1565,1572,1616,1707,1710,1795,1896,1908,1946,1963,2020,2217,2276,2291,2310,2346,2371,2458,2493,2507,2517,2698,2729,2745,2784,2808,2836,2917,2920,2941,2959,3016,3052,3086,3136,3175,3214,3254,3331,3413,3452,3463,3466,3495,3566,3569,3665,3702,3757,3799,3834,3872,3900,4148,4264,4291,4328,4385,4419,4458,4549,4605,4655]
to 65 CH2.txt[14,248,253,310,385,438,457,499,532,1014,1112,1181,1208,1290,1348,1375,1524,1554,1571,1576,1604,1632,1715,1757,1789,1809,1827,1837,1865,1902,1938,1979,1991,2013,2018,2170,2271,2288,2335,2352,2358,2399,2551,2578,2587,2626,2657,2718,2761,2849,2887,3023,3026,3041,3046,3076,3096,3141,3261,3288,3316,3335,3423,3429,3461]
to 91 CH3.txt[118,166,205,232,278,280,389,443,458,478,491,525,549,587,598,605,714,778,793,914,936,1011,1018,1039,1068,1072,1126,1141,1160,1169,1269,1435,1442,1600,1608,1769,1869,1872,1875,1936,1939,1942,1998,2036,2101,2160,2203,2218,2279,2295,2337,2450,2457,2496,2504,2507,2509,2523,2525,2617,2679,2704,2772,2835,2866,2959,3046,3061,3155,3181,3205,3312,3356,3368,3440,3480,3492,3539,3611,3621,3631,3661,3735,3748,3761,3783,3789,3805,3822,3843,3871]
to 53 CH4.txt[184,208,229,393,459,471,661,738,766,841,905,913,960,1012,1109,1293,1302,1348,1407,1434,1440,1498,1516,1526,1654,1713,1776,1792,1890,2223,2292,2427,2562,2645,2731,2826,2834,2842,2900,2959,3069,3092,3119,3146,3192,3200,3272,3289,3404,3456,3637,3660,3746]
to 122 CH5.txt[36,42,150,169,197,202,211,263,330,431,614,695,740,771,859,958,984,1016,1032,1080,1126,1145,1315,1340,1351,1415,1424,1430,1441,1492,1512,1630,1678,1762,1788,1894,1963,2003,2084,2132,2157,2164,2174,2405,2419,2516,2869,2897,2930,2987,3031,3040,3184,3202,3245,3280,3343,3348,3422,3435,3461,3467,3492,3546,3624,3647,3662,3708,3717,3729,3762,3777,3784,3787,3882,3935,3946,3949,3989,3993,4068,4169,4180,4247,4255,4351,4405,4408,4456,4731,4779,4790,4824,4828,4920,5037,5044,5190,5257,5282,5297,5317,5432,5498,5529,5570,5579,5589,5728,5732,5735,5738,5992,5998,6076,6370,6390,6435,6573,6581,6622,6639]
to 153 CH6.txt[44,57,94,106,157,173,188,193,208,215,225,241,263,272,278,280,282,310,321,323,430,436,448,453,459,465,474,491,494,508,530,556,581,602,656,689,740,745,757,797,843,846,859,864,872,905,911,921,987,1031,1095,1186,1242,1297,1300,1303,1313,1320,1385,1395,1407,1445,1490,1558,1591,1593,1707,1719,1824,1856,1892,1931,2031,2142,2344,2347,2371,2412,2423,2432,2456,2472,2523,2528,2711,2851,2898,2900,2909,2912,2957,3052,3062,3079,3105,3118,3170,3193,3312,3359,3414,3448,3549,3555,3603,3638,3797,3812,3846,3853,3961,3972,4066,4081,4235,4240,4534,4727,4749,4823,4891,4901,4924,4963,5048,5057,5235,5261,5279,5297,5407,5456,5466,5589,5606,5638,5641,5664,5667,5673,5696,5810,5868,5921,5991,6061,6097,6103,6136,6183,6235,6256,6305]
toad 2 CH5.txt[1389,5054]
toad 8 CH6.txt[1626,4144,4193,4327,4678,6024,6266,6339]
toads 1 CH4.txt[3064]
toads 1 CH5.txt[5055]
today 5 CH1.txt[1247,1510,1602,1779,3621]
today 2 CH2.txt[934,1975]
today 2 CH3.txt[1773,2571]
today 1 CH5.txt[354]
told 4 CH1.txt[1444,3031,3141,3434]
told 4 CH3.txt[229,2216,3171,3702]
told 6 CH4.txt[809,1142,1145,1869,1958,3280]
told 5 CH5.txt[26,1613,2228,2232,4512]
told 4 CH6.txt[3099,3126,4352,5242]
tom 1 CH5.txt[1809]
tonguetying 1 CH5.txt[4812]
too 5 CH1.txt[236,918,2554,3011,3898]
too 5 CH2.txt[172,919,2350,2642,3324]
too 1 CH3.txt[197]
too 5 CH4.txt[2173,2304,2430,2957,3417]
too 8 CH5.txt[1465,1470,2866,3253,3958,5335,5922,6254]
too 7 CH6.txt[487,1256,2481,3056,4667,4761,4777]
took 4 CH1.txt[3377,4130,4275,4442]
took 1 CH2.txt[1103]
took 6 CH3.txt[276,1087,1214,1388,1482,1595]
took 6 CH4.txt[655,784,1647,2481,2607,3737]
took 6 CH5.txt[1162,1188,2160,2274,5877,6029]
took 2 CH6.txt[4933,5817]
top 1 CH1.txt[3656]
top 2 CH2.txt[700,3331]
top 3 CH3.txt[1633,3119,3316]
top 3 CH5.txt[185,1758,1994]
topsecurity 1 CH5.txt[3651]
torches 1 CH5.txt[3132]
tottering 1 CH5.txt[2639]
touched 1 CH3.txt[1727]
touched 2 CH5.txt[2369,5515]
touched 1 CH6.txt[5478]
towards 3 CH1.txt[552,2482,4137]
towards 3 CH2.txt[229,2648,2797]
towards 2 CH3.txt[2130,2747]
towards 7 CH5.txt[764,1874,2702,3065,3157,3820,4152]
towards 6 CH6.txt[1086,1215,1387,1713,5461,5915]
towered 1 CH5.txt[2666]
towered 1 CH6.txt[6174]
town 3 CH1.txt[553,576,1778]
town 1 CH4.txt[3729]
town 1 CH5.txt[1031]
tracks 2 CH5.txt[3142,3156]
train 5 CH5.txt[1125,1160,6374,6575,6631]
train 21 CH6.txt[328,372,522,814,863,1698,1715,1887,2238,2281,2414,2454,2477,2500,2616,3245,5144,5807,5847,5863,5904]
trains 1 CH5.txt[1469]
trains 1 CH6.txt[1866]
transfiguration 2 CH5.txt[1316,5466]
trapped 1 CH5.txt[3614]
treasure 2 CH5.txt[2788,2803]
tremblin 2 CH5.txt[2241,2250]
trembling 1 CH3.txt[863]
trembling 1 CH4.txt[432]
trembling 1 CH5.txt[3352]
tricky 1 CH5.txt[5994]
tried 3 CH1.txt[361,1468,3253]
tried 6 CH2.txt[252,1788,1826,1937,3022,3428]
tried 4 CH3.txt[596,1067,2771,3491]
tried 4 CH4.txt[2291,2426,2857,3068]
tried 7 CH5.txt[210,3183,3605,5911,5951,5953,5967]
tried 5 CH6.txt[1718,1930,4234,4439,4890]
tries 1 CH5.txt[4246]
trimble 1 CH5.txt[1355]
trouble 1 CH2.txt[1880]
trouble 1 CH4.txt[1963]
trouble 1 CH5.txt[2300]
trouble 2 CH6.txt[1419,5715]
trust 2 CH1.txt[3758,3768]
trust 1 CH3.txt[441]
trust 1 CH4.txt[2201]
trust 1 CH5.txt[601]
trusted 1 CH5.txt[3097]
trusting 1 CH5.txt[1622]
try 1 CH3.txt[2048]
try 1 CH4.txt[2251]
try 7 CH5.txt[529,772,2812,3547,5856,5908,5947]
tryin 1 CH5.txt[821]
trying 2 CH1.txt[1413,2916]
trying 2 CH2.txt[1808,2550]
trying 9 CH3.txt[456,1010,1871,2202,2336,2503,2616,2678,3660]
trying 4 CH5.txt[694,2515,4823,6434]
trying 4 CH6.txt[452,840,3169,4822]
ttell 1 CH5.txt[2078]
tucked 1 CH1.txt[4282]
tucked 1 CH5.txt[3700]
tucked 1 CH6.txt[1774]
turn 1 CH1.txt[3666]
turn 1 CH4.txt[3566]
turn 1 CH5.txt[2779]
turn 3 CH6.txt[4164,4236,4402]
turned 6 CH1.txt[2064,2516,3168,4136,4429,4508]
turned 2 CH2.txt[910,2085]
turned 4 CH3.txt[298,2076,3478,3658]
turned 4 CH4.txt[183,2338,3061,3498]
turned 3 CH5.txt[2412,2503,3491]
turned 8 CH6.txt[716,2141,3725,3790,4079,4953,5259,5672]
turning 1 CH1.txt[1991]
turning 1 CH2.txt[676]
turning 3 CH3.txt[857,2092,2808]
turning 3 CH4.txt[383,840,1730]
turning 2 CH5.txt[369,891]
twenty 1 CH3.txt[3831]
twenty 1 CH4.txt[2163]
twenty 1 CH5.txt[5093]
twentynine 1 CH5.txt[3465]
twentyone 1 CH5.txt[4992]
twice 3 CH1.txt[89,2265,3881]
twice 1 CH2.txt[2423]
twice 2 CH5.txt[753,1043]
twice 3 CH6.txt[1732,2078,6028]
twisted 2 CH5.txt[2410,3243]
twisting 1 CH5.txt[3180]
twisting 1 CH6.txt[4103]
twitching 1 CH5.txt[2054]
two 6 CH1.txt[1697,2135,2427,2936,3516,4294]
two 4 CH2.txt[854,929,938,1135]
two 5 CH3.txt[447,2473,3473,3803,3849]
two 6 CH5.txt[1164,2344,2606,4166,5775,5784]
two 6 CH6.txt[559,1113,1844,2029,2147,4680]
um 1 CH5.txt[399]
umbrella 5 CH4.txt[2750,2788,3422,3450,3547]
umbrella 4 CH5.txt[749,2323,2364,5669]
unbelievable 1 CH5.txt[1618]
uncle 2 CH1.txt[3470,3562]
uncle 20 CH2.txt[668,695,764,984,1020,1222,1567,1584,1640,1944,2010,2075,2325,2425,2474,2490,2649,3001,3051,3250]
uncle 54 CH3.txt[187,405,627,643,682,727,893,924,941,1004,1021,1076,1184,1210,1316,1338,1405,1426,1447,1470,1545,1559,1568,1850,1865,1918,1933,1959,1983,2175,2246,2264,2275,2334,2396,2490,2538,2623,2650,2676,2802,2882,3013,3029,3057,3138,3245,3255,3299,3344,3395,3432,3475,3607]
uncle 20 CH4.txt[25,239,293,338,365,705,1017,1093,1186,1574,1658,2628,2641,2758,2793,3049,3161,3268,3410,3516]
uncle 3 CH5.txt[421,632,854]
uncle 14 CH6.txt[34,212,258,260,284,315,386,397,412,462,596,620,703,2871]
under 2 CH1.txt[4044,4536]
under 3 CH2.txt[367,390,869]
under 3 CH3.txt[826,2376,3634]
under 6 CH4.txt[137,614,1123,3386,3595,3751]
under 4 CH5.txt[810,814,3439,5130]
under 2 CH6.txt[5802,5883]
underground 1 CH1.txt[4115]
underground 5 CH5.txt[816,1457,3262,3538,6327]
underground 1 CH6.txt[6249]
understand 1 CH1.txt[3607]
understand 1 CH2.txt[1258]
understand 1 CH5.txt[1135]
unfolded 1 CH5.txt[1208]
unfolding 1 CH3.txt[980]
unfolding 1 CH5.txt[783]
unicorn 3 CH5.txt[4989,5764,5935]
unicorn 1 CH6.txt[4281]
unicorns 1 CH5.txt[5785]
uniform 4 CH3.txt[284,357,532,642]
uniform 3 CH5.txt[1228,2680,3816]
unlocked 1 CH5.txt[3354]
until 6 CH1.txt[855,886,1645,2417,3139,3699]
until 5 CH2.txt[1627,1839,2608,3054,3134]
until 3 CH5.txt[4100,4364,6642]
until 6 CH6.txt[619,1687,2478,3093,3124,6243]
unusual 1 CH1.txt[1051]
unusual 1 CH5.txt[6016]
up 14 CH1.txt[271,351,502,1002,2053,2319,2383,3169,3538,3694,3821,3841,4560,4647]
up 15 CH2.txt[13,41,206,208,222,295,847,1333,1399,1602,1756,2581,2847,2864,3205]
up 22 CH3.txt[756,890,1344,1691,1771,1785,1986,2289,2311,2416,2466,2768,2876,2986,3032,3367,3505,3551,3561,3596,3633,3841]
up 15 CH4.txt[162,218,249,317,453,1261,1511,1630,1845,1867,1882,2222,2339,2717,3727]
up 37 CH5.txt[102,105,191,344,357,443,578,723,886,970,1005,1011,1069,1082,1163,1491,1588,2134,2342,2512,2697,2974,3154,3687,3698,3894,3922,3971,4252,4350,4448,4463,4550,4632,4922,5296,6345]
up 30 CH6.txt[435,498,558,1188,1722,1970,2023,2088,2166,2172,2178,2202,2402,2474,2911,3023,3121,3508,3588,3664,4024,4165,5390,5576,5684,5693,5755,6167,6291,6318]
upon 1 CH5.txt[2751]
us 2 CH1.txt[2818,3522]
us 3 CH3.txt[1314,3358,3391]
us 2 CH4.txt[191,2946]
us 1 CH5.txt[476]
us 6 CH6.txt[1647,2200,2257,3536,5409,5726]
use 1 CH1.txt[3017]
use 4 CH5.txt[677,4843,5651,5763]
used 1 CH2.txt[384]
used 2 CH3.txt[376,1140]
used 1 CH5.txt[1440]
useful 2 CH1.txt[99,4098]
useful 1 CH5.txt[5087]
usual 2 CH1.txt[91,592]
usual 1 CH2.txt[1898]
usual 2 CH3.txt[296,649]
usual 2 CH5.txt[888,1806]
usually 1 CH1.txt[4322]
usually 1 CH2.txt[1507]
usually 2 CH3.txt[1567,3201]
usually 2 CH5.txt[581,2249]
vampires 3 CH5.txt[2139,2288,2324]
vast 1 CH1.txt[3941]
vast 1 CH5.txt[2833]
vast 1 CH6.txt[6087]
vault 5 CH5.txt[3013,3078,3494,3570,3652]
vault 1 CH6.txt[4895]
vaults 2 CH5.txt[796,3042]
vernon 18 CH2.txt[669,696,765,985,1021,1065,1223,1228,1585,1641,1945,2011,2076,2326,2475,2491,2650,3052]
vernon 51 CH3.txt[406,628,644,683,894,925,942,1005,1022,1077,1114,1119,1185,1211,1278,1317,1324,1406,1427,1448,1471,1560,1851,1866,1919,1934,1960,1984,2176,2265,2276,2317,2335,2397,2491,2539,2624,2651,2677,2803,2883,3014,3030,3058,3139,3256,3300,3345,3396,3433,3608]
vernon 18 CH4.txt[26,240,294,366,706,1018,1094,1118,1187,1575,1659,2629,2642,2759,3050,3269,3411,3517]
vernon 3 CH5.txt[422,633,855]
vernon 11 CH6.txt[35,259,261,285,316,398,413,463,597,621,704]
very 17 CH1.txt[24,77,98,852,1508,2030,2072,2201,2253,2804,3390,3652,4169,4232,4357,4541,4635]
very 9 CH2.txt[462,493,595,1254,1920,2180,2602,3319,3389]
very 4 CH3.txt[215,2478,3294,3522]
very 7 CH4.txt[390,1022,1580,1855,2373,2550,3208]
very 19 CH5.txt[870,1727,2047,2146,2725,3024,3092,3321,3668,4851,5268,5310,5549,5670,6092,6102,6173,6407,6515]
very 9 CH6.txt[124,1344,1381,2366,4265,4434,4483,4525,5752]
vindictus 1 CH5.txt[4819]
viridian 1 CH5.txt[4820]
visit 1 CH2.txt[2588]
visit 1 CH5.txt[568]
visited 2 CH3.txt[79,1414]
visited 1 CH5.txt[4913]
voice 3 CH1.txt[1231,3241,4359]
voice 2 CH2.txt[197,2917]
voice 1 CH3.txt[1286]
voice 3 CH4.txt[1098,1863,1951]
voice 2 CH5.txt[3985,5328]
voice 6 CH6.txt[1860,2273,4339,5765,5843,5949]
vol 1 CH4.txt[2843]
vol 2 CH5.txt[4701,6491]
vol 1 CH6.txt[4790]
waffling 1 CH5.txt[1311]
wait 1 CH3.txt[2102]
wait 2 CH4.txt[898,3260]
wait 1 CH5.txt[5258]
wait 2 CH6.txt[424,5017]
waiting 2 CH1.txt[1934,3094]
waiting 1 CH5.txt[5962]
waiting 3 CH6.txt[552,1488,3852]
wake 1 CH1.txt[4189]
wake 1 CH2.txt[2579]
wake 2 CH3.txt[2085,3839]
wake 1 CH5.txt[190]
walked 4 CH1.txt[1165,1277,4263,4431]
walked 2 CH2.txt[1489,3406]
walked 1 CH3.txt[2017]
walked 6 CH5.txt[1027,1784,2511,2696,2734,6310]
walked 2 CH6.txt[1401,6317]
wall 7 CH1.txt[1372,2091,2491,2605,3099,3590,4261]
wall 2 CH4.txt[924,2803]
wall 7 CH5.txt[1002,2337,2356,2447,3337,3347,6295]
wall 1 CH6.txt[190]
walled 1 CH5.txt[2211]
walls 1 CH1.txt[381]
walls 1 CH2.txt[2375]
walls 3 CH3.txt[2669,3462,3571]
walls 2 CH5.txt[4953,6078]
walnut 1 CH5.txt[1775]
wand 1 CH4.txt[3692]
wand 28 CH5.txt[1359,1542,5015,5176,5179,5215,5412,5424,5455,5478,5534,5548,5563,5608,5708,5751,5806,5879,5919,6031,6043,6108,6142,6150,6163,6183,6211,6263]
wand 7 CH6.txt[934,2993,4267,4293,4370,4411,4716]
wands 1 CH4.txt[3313]
wands 6 CH5.txt[3976,5168,5209,5777,5968,5981]
wands 1 CH6.txt[3397]
want 2 CH1.txt[257,3213]
want 3 CH2.txt[308,323,1435]
want 9 CH3.txt[231,1159,1168,1197,1333,1741,2259,2695,3180]
want 1 CH4.txt[2309]
want 2 CH5.txt[553,5083]
want 6 CH6.txt[507,1740,3516,3837,3971,5278]
wanted 2 CH1.txt[139,984]
wanted 6 CH2.txt[436,450,1294,1411,2216,2398]
wanted 1 CH3.txt[2865]
wanted 3 CH4.txt[2180,2328,2431]
wanted 4 CH5.txt[910,1105,1962,6638]
wantin 1 CH5.txt[981]
wants 1 CH2.txt[989]
wants 1 CH3.txt[2522]
wants 1 CH4.txt[3318]
wants 1 CH5.txt[250]
warmth 2 CH4.txt[592,3003]
warmth 1 CH5.txt[6036]
warned 1 CH5.txt[2797]
warned 1 CH6.txt[3978]
was 90 CH1.txt[51,63,82,129,150,172,205,246,281,370,405,449,513,565,636,670,692,710,849,928,1044,1054,1080,1097,1159,1186,1197,1305,1307,1320,1357,1366,1374,1377,1405,1425,1702,1793,1901,1921,1925,1933,1937,2006,2015,2075,2093,2100,2142,2197,2223,2252,2269,2294,2297,2313,2325,2362,2462,2528,2536,2555,2565,2580,2665,2710,2782,2875,2934,2992,3083,3125,3130,3133,3144,3148,3388,3431,3622,3802,3867,3870,3879,3945,3999,4020,4038,4520,4577,4582]
was 70 CH2.txt[57,120,176,190,194,288,383,393,399,405,417,454,461,478,492,527,541,548,593,602,631,657,675,745,827,836,1042,1123,1252,1495,1506,1538,1651,1660,1705,1739,1910,1953,1977,1983,2044,2073,2118,2131,2144,2159,2178,2186,2269,2333,2348,2363,2448,2558,2571,2630,2728,2748,2880,2932,3005,3018,3036,3044,3056,3067,3123,3226,3259,3418]
was 65 CH3.txt[21,66,69,73,98,107,126,194,203,214,387,411,429,461,497,603,617,732,810,837,848,854,975,984,996,1056,1281,1440,1455,1625,1630,1650,1669,1690,1794,1798,1834,1949,2099,2266,2751,2844,2857,3067,3195,3219,3257,3261,3264,3293,3301,3320,3331,3334,3401,3446,3466,3519,3619,3690,3731,3791,3808,3813,3868]
was 56 CH4.txt[19,33,68,76,103,110,235,273,435,479,563,574,667,684,741,952,1010,1148,1157,1213,1547,1559,1566,1701,1735,1745,1758,2105,2124,2188,2216,2238,2246,2345,2354,2465,2542,2552,2603,2652,2873,2919,2941,2970,2985,3053,3134,3224,3245,3349,3462,3480,3575,3624,3647,3669]
was 85 CH5.txt[13,22,40,60,115,121,125,133,162,368,406,460,519,619,636,716,869,932,1041,1110,1123,1434,1437,1500,1514,1544,1617,1641,1657,1726,1748,1760,1767,1897,1907,1918,1922,2053,2215,2235,2240,2263,2267,2295,2328,2332,2539,2685,2706,2790,3045,3120,3196,3249,3393,3551,3654,3677,3712,3791,3866,3912,4023,4157,4211,4429,4699,4705,4822,4917,5182,5194,5242,5338,5354,5405,5564,5602,5815,5820,5828,5923,5961,5969,6644]
was 91 CH6.txt[17,73,77,149,246,266,308,486,541,616,664,670,737,743,793,803,838,876,980,985,998,1056,1212,1221,1233,1268,1405,1435,1450,1456,1487,1620,1640,1744,1771,2207,2218,2255,2331,2336,2521,2534,2769,2889,2921,2926,3011,3072,3281,3357,3560,3601,3691,3904,3957,4062,4091,4110,4213,4269,4276,4304,4316,4366,4461,4473,4532,4625,4659,4733,4794,4841,4961,4972,4977,5028,5065,5108,5118,5160,5202,5363,5393,5489,5793,5998,6050,6085,6158,6164,6270]
wasnt 3 CH1.txt[462,1048,1075]
wasnt 10 CH2.txt[831,1193,1244,1381,1870,1998,2232,2255,2322,2684]
wasnt 3 CH3.txt[292,1139,3746]
wasnt 2 CH4.txt[3270,3583]
wasnt 6 CH5.txt[3209,4695,5392,5599,6248,6412]
wasnt 5 CH6.txt[13,825,1230,4363,5086]
watch 2 CH1.txt[3380,3392]
watch 2 CH2.txt[1291,3116]
watch 2 CH3.txt[324,3688]
watch 1 CH5.txt[6640]
watch 1 CH6.txt[1899]
watched 2 CH1.txt[506,2315]
watched 2 CH2.txt[1022,2241]
watched 1 CH3.txt[3714]
watched 1 CH5.txt[2951]
watched 2 CH6.txt[1092,2491]
water 2 CH3.txt[508,3385]
water 1 CH5.txt[643]
water 1 CH6.txt[6112]
wave 2 CH5.txt[212,5875]
waved 1 CH2.txt[3376]
waved 1 CH4.txt[986]
waved 2 CH5.txt[1792,5883]
waved 2 CH6.txt[2489,4409]
way 4 CH1.txt[931,2630,3441,3537]
way 7 CH2.txt[686,738,1553,2152,2275,2807,3420]
way 6 CH3.txt[1894,2461,2736,3021,3310,3439]
way 3 CH4.txt[145,470,2332]
way 7 CH5.txt[218,803,1447,2045,3206,3733,6287]
way 9 CH6.txt[320,1394,1566,1936,3570,4517,5355,5775,5914]
ways 1 CH3.txt[2325]
ways 1 CH5.txt[4354]
ways 1 CH6.txt[82]
we 6 CH1.txt[2833,2949,3345,3351,4019,4343]
we 2 CH2.txt[1218,1344]
we 7 CH3.txt[1322,1326,1331,1368,1384,1387,1524]
we 7 CH4.txt[1345,1379,1617,1643,1646,1688,1847]
we 6 CH5.txt[1115,1402,2488,3503,5762,6219]
we 11 CH6.txt[2056,2233,2635,2815,4354,5439,5445,5676,5717,5737,5848]
wear 1 CH2.txt[533]
wear 1 CH5.txt[1249]
wear 1 CH6.txt[3106]
wearing 5 CH1.txt[694,1198,2224,2537,2556]
wearing 1 CH2.txt[112]
wearing 1 CH3.txt[618]
wearing 1 CH5.txt[2678]
wearing 1 CH6.txt[4318]
weeds 1 CH5.txt[2223]
weighing 3 CH5.txt[2854,2957,4903]
welcome 3 CH5.txt[1884,1888,2416]
well 10 CH1.txt[1581,1785,1968,2031,2690,3013,4116,4242,4332,4346]
well 2 CH2.txt[302,925]
well 1 CH3.txt[1354]
well 5 CH4.txt[1507,2007,2074,2692,3666]
well 16 CH5.txt[669,953,1091,3025,3483,3813,4095,4416,5467,5557,5684,5712,6000,6094,6095,6096]
well 13 CH6.txt[427,634,2116,2436,2442,2678,2735,2863,2960,3807,4173,4431,4688]
went 6 CH1.txt[1480,1894,2394,2793,3174,3245]
went 3 CH2.txt[408,1013,2357]
went 8 CH3.txt[472,490,713,912,1036,3098,3609,3650]
went 4 CH4.txt[1525,1783,1840,2109]
went 5 CH5.txt[167,3534,4036,4692,5056]
went 9 CH6.txt[172,223,731,1180,2850,3048,3060,3318,3329]
were 22 CH1.txt[13,19,27,200,578,664,718,915,951,1057,1771,1961,2012,2213,2241,2426,2434,2696,3403,3935,3993,4645]
were 13 CH2.txt[534,932,2033,2286,2385,2611,2844,2997,3131,3136,3265,3299,3323]
were 11 CH3.txt[90,114,1133,1708,1713,2706,2742,2796,3227,3471,3671]
were 11 CH4.txt[262,920,1061,1765,2176,2264,2303,2639,2659,2694,3709]
were 27 CH5.txt[988,1464,1565,1735,2393,2613,2738,2830,2841,2865,2879,3123,3139,3169,3372,3513,3783,4312,4318,4546,4582,4729,5442,5495,6321,6331,6357]
were 26 CH6.txt[123,230,433,727,966,1035,1580,1910,2606,2609,2830,3254,3264,3381,3478,4101,4758,5169,5340,5430,5537,5633,5703,5829,6119,6227]
werent 1 CH1.txt[679]
werent 3 CH2.txt[1340,2633,3048]
werent 2 CH3.txt[384,3251]
werent 3 CH4.txt[861,967,1059]
werent 1 CH5.txt[4315]
weve 2 CH1.txt[2725,4338]
weve 1 CH4.txt[3716]
weve 1 CH5.txt[2901]
weve 3 CH6.txt[2175,4350,5447]
what 13 CH1.txt[214,434,467,949,958,2032,2360,2848,3061,3069,3157,3801,4164]
what 9 CH2.txt[104,331,1164,1263,1292,2214,2791,2826,3120]
what 10 CH3.txt[267,500,898,1320,2199,3065,3279,3304,3423,3807]
what 23 CH4.txt[44,475,511,561,890,894,1003,1052,1087,1147,1175,1230,1271,1416,1607,1616,1699,1743,1926,2470,2724,2840,2983]
what 22 CH5.txt[248,946,1169,1863,1893,2087,2759,3550,3710,4050,4080,4325,4569,4602,4609,4650,5047,5183,5561,5958,6481,6488]
what 31 CH6.txt[389,734,787,964,1033,1079,1826,1908,2230,2358,2519,2532,2767,2857,3145,3187,3377,3581,3615,3622,3875,4634,4736,4765,4830,4843,4899,5011,5362,5558,5989]
whats 1 CH1.txt[1856]
whats 1 CH3.txt[509]
whats 6 CH5.txt[3074,3288,4381,4447,4488,6129]
whats 4 CH6.txt[1038,1793,4936,4997]
when 10 CH1.txt[265,857,1025,1150,1472,2124,2134,2613,3280,3571]
when 10 CH2.txt[69,403,641,1050,1195,1899,2313,3186,3192,3273]
when 12 CH3.txt[158,470,575,994,1386,1399,1661,1861,2636,2951,3276,3775]
when 9 CH4.txt[566,1131,1645,1915,1956,2473,3132,3167,3496]
when 11 CH5.txt[47,1782,3324,3879,4466,4479,5619,5920,6184,6358,6490]
when 11 CH6.txt[314,781,2126,2340,3980,4147,4294,4466,4942,5076,5517]
where 4 CH1.txt[2286,2485,3959,4067]
where 6 CH2.txt[400,1737,2567,2700,2941,3233]
where 7 CH3.txt[149,1297,1573,1578,2794,3431,3728]
where 4 CH4.txt[211,883,1565,2343]
where 11 CH5.txt[1339,1414,1432,2213,3264,3761,4279,4726,5511,6355,6621]
where 8 CH6.txt[228,340,1513,1895,2221,2720,5200,6251]
wheres 1 CH3.txt[1419]
wheres 1 CH4.txt[12]
wheres 1 CH5.txt[2321]
wheres 1 CH6.txt[1973]
which 9 CH1.txt[59,95,1323,2212,2230,2324,2433,4107,4531]
which 5 CH2.txt[56,198,601,826,1712]
which 9 CH3.txt[656,983,1495,1655,1673,1689,1948,1973,3689]
which 7 CH4.txt[612,653,1245,1406,1484,1519,2820]
which 11 CH5.txt[384,1489,2409,2665,4916,5101,5119,5253,5278,5705,5814]
which 7 CH6.txt[3010,4078,5215,6157,6187,6217,6233]
while 1 CH1.txt[1898]
while 7 CH2.txt[931,1017,1517,2007,2959,3016,3338]
while 4 CH3.txt[381,2489,2769,2817]
while 1 CH4.txt[681]
while 5 CH5.txt[842,863,2265,3917,4967]
while 5 CH6.txt[30,91,1544,3239,5736]
whippy 1 CH5.txt[5907]
whispered 2 CH1.txt[4069,4247]
whispered 1 CH4.txt[1024]
whispered 1 CH5.txt[1856]
whistled 1 CH3.txt[3455]
whistled 1 CH5.txt[3147]
white 1 CH3.txt[1059]
white 1 CH4.txt[1856]
white 2 CH5.txt[2699,5525]
white 1 CH6.txt[4275]
